key,country,description,designation,points,price,province,region_1,region_2,variety,winery
83915,Argentina,"A sappy, jammy nose offers a nice entry to this simple blend of Cabernet and Merlot. The palate feel is regular and healthy, while the flavors run toward generic red fruits with a touch of green herbs and caramel. Snappy and crisp on the finish.",Cuvée Don Vito,87,16,Other,Patagonia,,Red Blend,Valle Azul
83923,Argentina,"Sweet and floral smelling, with jammy berry fruit pouring out of the bouquet. There's snap and lift to the mouthfeel along with rubbery berry, plum, chocolate and herbal flavors. Tight and grippy on the finish, which has an herbal tinge.",Killka Collection,87,14,Mendoza Province,Uco Valley,,Malbec,Salentein
83939,Argentina,"Round and floral, with melon and other simple, clean aromas. Good mouthfeel, proper acidity and basic, likable flavors of citrus, green apple, green banana and tropical fruits make it a good quaffer and a good value.",,86,9,Other,Tulum Valley,,Pinot Grigio,Callia
84030,Argentina,"Weird, green, spicy and odd smelling, with hard, green raisiny flavors and an herbal finish. Barely acceptable; not varietally sound or interesting.",Martin Fierro,80,10,Other,Tulum Valley,,Cabernet Sauvignon,Bodegas Borbore
84031,Argentina,"A scratchy, sheering wine that pushes up against sour. The palate is almost all acid, and the flavors are underdeveloped, very tart and razor sharp. Clean but hard to deal with.",Reserve,80,23,Mendoza Province,Mendoza,,Malbec,Zorzal
84032,Argentina,"Rubbery and gassy smelling, with overtones of green, herbaceous fruit. The palate is sharp and grating, with pie cherry, sour raspberry and green olive flavors. Turns herbal to excess and finishes substandard.",Artist's Collection,80,10,Other,Cafayate,,Malbec,Salvatore Principe
84105,Argentina,"Sweet, rich and clean, with molasses, fig and pure berry fruit aromas. Rich and saturated, but balanced, with blackberry, brown sugar and chocolaty flavors. Finishes fairly long, with spice and some complexity. A surprisingly good bargain Cab.",Trumpeter,89,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Rutini
84106,Argentina,"Earthy and leathery on first blush, with tobacco and jammy berry and bacony aromas. The palate is drawn and firm, with snappy wild berry flavors accented by softer earth notes and coconutty oak. Layered and chocolaty on the finish, with a good fade. 85% Malbec with 15% Cabernet Sauvignon; 200 cases made.",Bela Lugosi,88,49,Other,Salta,,Malbec,Domingo Hermanos
84114,Argentina,"Opens with tarry, cooked aromas but with airing, oak and ripe, earthy berry notes squeak out. The palate is chewy and solid, with extract and tannic grab as well as smoky, sultry flavors of roasted black fruits and bouillon. Meaty and satisfying.",,88,12,Mendoza Province,Mendoza,,Malbec,Altos Las Hormigas
84154,Argentina,"Dry red fruit and tomato notes define the nose on this light-colored Pinot. Flavors of earthy cherry and spice get buried under buttery oak, which carries through onto the finish.",Reserve,82,13,Mendoza Province,Mendoza,,Pinot Noir,Cruz Alta
84156,Argentina,"This has an unconvincing bouquet of grass, leather and citrusy red fruit aromas. The wiry palate has soupy, rustic flavors of roasted, leathery berry. Dry and scratchy on the finish.",Pietro Marini,82,17,Other,Cafayate,,Malbec,Bodega El Transito
84165,Argentina,"This smells heavily charred, like a blend of burnt leaf, charcoal-grilled hamburger and funky, roasted berry. The palate feels rough and bumpy, while the flavor profile is herbal to an extreme. Finishes green and soupy.",Grand Reserve,82,15,Mendoza Province,Mendoza,,Cabernet Sauvignon,Cruz Alta
84167,Argentina,"This grassy, candied specimen smells and feels scratchy, with green, fiery flavors of cherry and strawberry.",Roble Gran Reserva,82,23,Mendoza Province,Mendoza,,Malbec,Bodega Carmine Granata
84170,Argentina,"A waxy aroma contains a spot of citrus, turning stalky with airing. It feels oily and heavy, with stalky flavors of white fruit and orange peel. Finishes bitter and pithy.",,82,9,Other,San Juan,,Chardonnay,Arge & Tina
84246,Argentina,"Rubbery and leathery smelling at first, with berry and cassis aromas resting below the surface. Feels tannic and closed on the palate, with syrupy, reduced plum, berry and currant flavors. Not too much shows up on the finish other than thickness and a subtle plum nuance.",Paso de Piedra,86,20,Mendoza Province,Luján de Cuyo,,Cabernet Sauvignon,Viña Alicia
84252,Argentina,"Round, floral and sweet smelling, with citrusy acidity that pushes up passion fruit, orange and lemon flavors. There's weight and body come finishing time, and the overall impression is that of a tropical, dense white wine with some creaminess. Priced high for what you get.",Ciclos Fume,86,27,Other,Salta,,Sauvignon Blanc,Michel Torino
84257,Argentina,"Good berry and plum aromas send this out in solid form. The palate is full and grabby, with jammy, slightly herbal flavors of blackberry and plum. The finish is medium in length, with size and a spot of heat. Ripe, good and fresh for an under-$10 Malbec.",Alta,86,9,Other,Tulum Valley,,Malbec,Callia
84264,Argentina,"Opens with mellow peach and melon aromas and some oak. The palate is round, creamy and full, but hollow in the center. Tastes of spiced, dried apple with a stalky, pithy accent. Easy and basic on the finish, and overall it's pricey for what's in the bottle.",,86,25,Mendoza Province,Mendoza,,Chardonnay,Añoro
84268,Argentina,"Baked berry, molasses and roasted, jumbled berry fruit aromas lead to a grabby, full-bodied palate with dark, baked berry and leathery flavors. Toasty and sizable on the finish, with a solid feel and general cleanliness.",Dos Fincas,86,13,Mendoza Province,Uco Valley,,Cabernet Sauvignon-Merlot,Carlos Basso
84366,Argentina,"More “red” in style, with medicinal cherry and raspberry aromas leading to a fresh, racy palate with tons of cherry and plum flavor along with a hint of cola and cough drop. Clean and lithe on the finish, with no excess weight or oak. The real deal in terms of freshness and purity of fruit. Drink now through 2013.",Reserva,91,19,Mendoza Province,Mendoza,,Malbec,Don Manuel Villafañe
84371,Argentina,"Powerful from the beginning, with depth of fruit to the nose as well as floral notes. The palate is a bit more simple than I expected; it's fresh and properly acidic but the flavors of berry and black cherry are jammy and there seems to be a hint of overripeness to the wine. Still, it's a dark, lusty Malbec with purity and nice touches of vanilla, mocha and coffee. Drink now.",Renacer R,91,70,Mendoza Province,Mendoza,,Malbec,Bodega Renacer
84386,Argentina,"From the La Consulta subzone of Mendoza, Altamira is a high-acid Malbec with floral, exotic aromas as well as vivid berry-fruit scents. The palate shows plenty of acidity, and thus the blackberry and blueberry flavors are tangy and borderline tart. Will age well but will never be a lush Malbec. Drink now through 2016.",Finca Altamira,90,120,Mendoza Province,Mendoza,,Malbec,Achaval-Ferrer
84396,Argentina,"Offers tropical, stony aromas in front of a crystalline palate that's citrusy as well as peachy, with lychee and melon flavors as well. Finishes springy and bright, with green citrus zest and nothing compromising. 60% Torrontés and 40% Chardonnay.",Tonada Torrontés-Chardonnay,88,15,Mendoza Province,Mendoza,,White Blend,Finca La Anita
84405,Argentina,"Deep, dense Malbec with jammy aromas of blackberry and violet flowers. The palate is thick and meaty but not cloying or oaky, while the plum, berry and currant flavors are appealing. Textured and full, but also bright and healthy.",Barrel Select,88,14,Mendoza Province,Mendoza,,Malbec,Bodega Norton
84411,Argentina,"The cool, compromising 2008 vintage conditions are reflected here; the wine is jammy but a little green on the nose and at its core. The feel is heavy, lactic and rich, while the flavors are narrow and jammy, with prune, blackberry and grassy mint. There's both overripe and underripe notes on this high-end blend of 70% Malbec and 30% Cabernet Sauvignon.",Unus,88,40,Mendoza Province,Mendoza,,Malbec-Cabernet Sauvignon,Mendel
84415,Argentina,"Gold in color, with a heavy, mature, resiny nose. But just when you think it's over the hill and overoaked, the palate offers acidity and character. Flavors of apple, melon and spice are barrel-influenced, while acidity props up the finish. Drink now; contains 10% Chardonnay.",Reserva,88,15,Mendoza Province,Mendoza,,Sémillon,Tomero
84450,Argentina,"Prickly aromas of saline and citrus precede an acidic, spritzy palate that's home to modest mango and melon flavors. Turns rather bitter and oily on the finish.",Portillo Estate Bottled,82,11,Mendoza Province,Valle de Uco,,Sauvignon Blanc,Salentein
84456,Argentina,"This thick, resiny Chardonnay smells like lemon pudding and air freshener. It's flat in feel, with low acidity, pushing creamy banana and vanilla flavors in front of a resiny finish that shows even more vanilla influence. It tastes candied and soft overall.",de Uco,82,20,Mendoza Province,Uco Valley,,Chardonnay,DiamAndes
84468,Argentina,"Chunky cherry and earthy tea aromas lead to a supremely tannic and overbearing body, leaving a residue as it transitions to the finish. Flavors along the way include oak, vanilla, syrupy berry, plastic and creamy chocolate.",,81,17,Other,Patagonia,,Pinot Noir,Manos Negras
84471,Argentina,"This is stalky smelling, with modest fruit and a burnt field aroma. It looks and tastes weak and transparent, with sourness rising up on the palate along with notes of citrus, cranberry and cherry pie.",Bonarda-Merlot,81,10,Mendoza Province,Mendoza,,Red Blend,Aconga
84487,Argentina,"Probably the most lush of Alta Vista's three single-vineyard Malbecs from 2009, Alizarine offers coconut, cola and wild berry aromas, with a full-bodied, chunky palate that's packed with coconut, carob, cassis and sweet blackberry flavors. Smooth, oaky and stylish on the finish, this is rewarding now–2015.",Alizarine Single Vineyard,92,50,Mendoza Province,Luján de Cuyo,,Malbec,Alta Vista
84489,Argentina,"The palate boasts full tannins and good acidity, with flavors of pastry, chocolate, blackberry, plum and prune that are marked with an undercurrent of spice. Toasty and long, the finish has a strong licorice accent. Drink now.",Oro,92,45,Mendoza Province,Mendoza,,Malbec,Gauchezco
84518,Argentina,"Earthy, roasted and condensed on the nose, with a compact, structured palate housing tight plum and cherry flavors. Shows freshness, lift and a good step, with a juicy finish and racy acids.",,86,15,Mendoza Province,Mendoza,,Cabernet Sauvignon,Zorzal
84527,Argentina,"Rubber, bacon, berry and plum aromas are good overall. The palate is creamy as a whole but has enough acidity to carry cassis and berry flavors past being resiny and herbal. Basic on the finish, with mild oak flavor and resin coming into play.",,86,17,Mendoza Province,Mendoza,,Cabernet Sauvignon,Sottano
84682,Argentina,"On the oaky side, with toasty aromas of stacked wood, smoke and black fruits lurking below the surface. The palate has the typical piercing juiciness of the 2008 vintage, with bursting flavors of pie cherry and raspberry. Minty and oaky on the finish, with snappy finishing acidity. Drink now through 2012.",Reserva,90,25,Mendoza Province,Uco Valley,,Malbec,Altos Las Hormigas
84683,Argentina,"Argento has found its calling with this wine, by far the best to date from this label. It's deep and pure, with raisin, blackberry, spice and vanilla on the nose. Super solid and lush, with layered flavors of jammy berry, coffee and chocolate. Holds all its form on the finish; excellent vino for the dollar.",Reserva,90,16,Mendoza Province,Mendoza,,Malbec,Argento
84692,Argentina,"Tropical aromas are fresh and clean, and overall this is an active, juicy wine with bright flavors of pineapple, melon and lime. There's pop, proper acids and drive to the finish; shows the good elements of the grape at an easy-to-swallow price.",Alta,88,9,Other,Tulum Valley,,Torrontés,Callia
